,exchange,symbol,timestamp,local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
8705,deribit,BTC-PERPETUAL,2020-04-01 00:01:58.110756,1585699318110756,6432.0,108500,6431.5,1400,6432.5,1610,6429.5,6690,6433.0,67490,6429.0,3910,6433.5,51690,6428.5,11490,6434.0,9210,6428.0,3500,6434.5,22770,6427.5,60550,6435.0,3960,6427.0,23550,6436.0,42190,6426.5,160150,6436.5,19370,6426.0,85160,6437.0,9730,6425.5,32350,6437.5,78670,6425.0,86840,6438.0,24290,6424.5,34680,6438.5,46750,6424.0,4530,6439.0,144540,6423.5,1680,6439.5,47040,6423.0,27010,6440.0,3060,6422.5,20440,6440.5,24810,6422.0,1270,6441.0,27580,6421.5,39710,6441.5,153510,6421.0,53030,6442.0,61600,6420.5,12490,6442.5,7280,6420.0,45180,6443.0,5020,6419.5,1340,6443.5,23420,6419.0,24960,6444.0,360,6418.5,149820,6444.5,3150,6418.0,170
8728,deribit,BTC-PERPETUAL,2020-04-01 00:01:59.050384,1585699319050384,6432.0,190870,6431.5,1400,6432.5,1610,6429.5,6690,6433.0,21220,6429.0,3910,6433.5,51690,6428.5,2300,6434.0,9210,6428.0,13050,6434.5,25980,6427.5,60660,6435.0,3960,6427.0,23440,6436.0,48620,6426.5,160150,6436.5,19370,6426.0,85160,6437.0,21970,6425.5,32350,6437.5,85670,6425.0,86840,6438.0,22620,6424.5,21140,6438.5,32440,6424.0,4530,6439.0,144540,6423.5,16590,6439.5,33610,6423.0,27020,6440.0,3060,6422.5,20440,6440.5,24810,6422.0,1270,6441.0,27580,6421.5,39710,6441.5,172830,6421.0,69580,6442.0,60060,6420.5,12490,6442.5,7280,6420.0,25920,6443.0,20,6419.5,6340,6443.5,23420,6419.0,24960,6444.0,360,6418.5,144820,6444.5,8150,6418.0,170
8750,deribit,BTC-PERPETUAL,2020-04-01 00:02:00.048812,1585699320048812,6432.0,190870,6431.5,1400,6432.5,1630,6429.5,6690,6433.0,21220,6429.0,3910,6433.5,51670,6428.5,12300,6434.0,9210,6428.0,13050,6434.5,25980,6427.5,60550,6435.0,3960,6427.0,23550,6436.0,48620,6426.5,160150,6436.5,19070,6426.0,85160,6437.0,10190,6425.5,32350,6437.5,85670,6425.0,86840,6438.0,36330,6424.5,21140,6438.5,32440,6424.0,4530,6439.0,144540,6423.5,16540,6439.5,68610,6423.0,27030,6440.0,3060,6422.5,20450,6440.5,24810,6422.0,1270,6441.0,29580,6421.5,85980,6441.5,170830,6421.0,58310,6442.0,60060,6420.5,12490,6442.5,7280,6420.0,25920,6443.0,20,6419.5,6340,6443.5,24030,6419.0,24960,6444.0,360,6418.5,144820,6444.5,8150,6418.0,170
8778,deribit,BTC-PERPETUAL,2020-04-01 00:02:01.142203,1585699321142203,6432.0,187230,6431.5,1400,6432.5,1630,6429.5,6690,6433.0,21220,6429.0,5270,6433.5,51670,6428.5,12300,6434.0,9210,6428.0,13050,6434.5,25980,6427.5,37850,6435.0,3960,6427.0,6770,6435.5,5000,6426.5,10150,6436.0,48620,6426.0,85160,6436.5,19070,6425.5,199130,6437.0,9890,6425.0,86840,6437.5,85670,6424.5,21140,6438.0,36330,6424.0,4530,6438.5,32440,6423.5,16540,6439.0,144840,6423.0,27030,6439.5,68610,6422.5,20450,6440.0,3060,6422.0,47540,6440.5,24810,6421.5,39710,6441.0,29580,6421.0,58310,6441.5,170830,6420.5,12490,6442.0,60060,6420.0,25920,6442.5,7280,6419.5,6340,6443.0,20,6419.0,24960,6443.5,24030,6418.5,144820,6444.0,360,6418.0,170
8802,deribit,BTC-PERPETUAL,2020-04-01 00:02:02.026043,1585699322026043,6432.0,139660,6431.5,1400,6432.5,47900,6429.5,6690,6433.0,21090,6429.0,3910,6433.5,51670,6428.5,2300,6434.0,9210,6428.0,12050,6434.5,25980,6427.5,37850,6435.0,33950,6427.0,23550,6435.5,5000,6426.5,160150,6436.0,48620,6426.0,85160,6436.5,19070,6425.5,50050,6437.0,9890,6425.0,69140,6437.5,85670,6424.5,21140,6438.0,36330,6424.0,4530,6438.5,32440,6423.5,16540,6439.0,144540,6423.0,27030,6439.5,33910,6422.5,20450,6440.0,3060,6422.0,1270,6440.5,24810,6421.5,39710,6441.0,29580,6421.0,58310,6441.5,170830,6420.5,12490,6442.0,60060,6420.0,72190,6442.5,7890,6419.5,6340,6443.0,20,6419.0,24960,6443.5,23420,6418.5,144820,6444.0,360,6418.0,170
8832,deribit,BTC-PERPETUAL,2020-04-01 00:02:03.090549,1585699323090549,6432.0,136040,6431.5,1400,6432.5,47880,6429.5,6690,6433.0,21090,6429.0,3910,6433.5,51670,6428.5,3700,6434.0,9210,6428.0,12050,6434.5,25980,6427.5,37450,6435.0,33550,6427.0,23550,6435.5,5400,6426.5,163150,6436.0,48620,6426.0,85160,6436.5,1640,6425.5,50050,6437.0,27620,6425.0,69160,6437.5,85670,6424.5,21110,6438.0,36330,6424.0,4530,6438.5,32440,6423.5,16540,6439.0,144540,6423.0,62040,6439.5,68610,6422.5,20450,6440.0,3060,6422.0,18700,6440.5,24810,6421.5,67010,6441.0,29580,6421.0,23310,6441.5,170830,6420.5,12490,6442.0,60060,6420.0,25920,6442.5,7890,6419.5,6340,6443.0,20,6419.0,24960,6443.5,23420,6418.5,144820,6444.0,360,6418.0,170
8857,deribit,BTC-PERPETUAL,2020-04-01 00:02:04.018226,1585699324018226,6432.0,139680,6431.5,1400,6432.5,47880,6429.5,6690,6433.0,21090,6429.0,3910,6433.5,54880,6428.5,13700,6434.0,9210,6428.0,12050,6434.5,22420,6427.5,37560,6435.0,39980,6427.0,23440,6435.5,5400,6426.5,178500,6436.0,42490,6426.0,69690,6436.5,1010,6425.5,50050,6437.0,27970,6425.0,69160,6437.5,86000,6424.5,21110,6438.0,22920,6424.0,4530,6438.5,31250,6423.5,16540,6439.0,160040,6423.0,62040,6439.5,33610,6422.5,39710,6440.0,3060,6422.0,18700,6440.5,44130,6421.5,67010,6441.0,29580,6421.0,4050,6441.5,151510,6420.5,12490,6442.0,60060,6420.0,25920,6442.5,7890,6419.5,6340,6443.0,20,6419.0,24960,6443.5,58420,6418.5,144820,6444.0,360,6418.0,170
8882,deribit,BTC-PERPETUAL,2020-04-01 00:02:05.001679,1585699325001679,6432.0,139870,6431.5,1400,6432.5,47880,6429.5,6690,6433.0,21090,6429.0,3910,6433.5,51670,6428.5,3700,6434.0,9300,6428.0,12050,6434.5,25630,6427.5,37560,6435.0,39630,6427.0,23440,6435.5,5400,6426.5,178500,6436.0,42190,6426.0,69690,6436.5,1010,6425.5,50050,6437.0,28270,6425.0,81880,6437.5,86020,6424.5,56110,6438.0,22950,6424.0,4530,6438.5,31550,6423.5,1680,6439.0,160040,6423.0,27040,6439.5,33610,6422.5,39710,6440.0,3060,6422.0,18950,6440.5,42420,6421.5,67010,6441.0,29580,6421.0,4050,6441.5,153220,6420.5,12490,6442.0,60060,6420.0,25920,6442.5,7890,6419.5,6340,6443.0,20,6419.0,24960,6443.5,58420,6418.5,144820,6444.0,360,6418.0,170
8913,deribit,BTC-PERPETUAL,2020-04-01 00:02:06.330079,1585699326330079,6432.0,139680,6431.5,1410,6432.5,47880,6429.5,6690,6433.0,24300,6429.0,3910,6433.5,51670,6428.5,3700,6434.0,9300,6428.0,12050,6434.5,22420,6427.5,37560,6435.0,39630,6427.0,23440,6435.5,750,6426.5,178500,6436.0,42190,6426.0,69690,6436.5,1010,6425.5,50050,6437.0,41630,6425.0,69160,6437.5,86300,6424.5,21110,6438.0,21080,6424.0,4530,6438.5,17240,6423.5,16540,6439.0,160040,6423.0,62030,6439.5,87920,6422.5,39700,6440.0,3060,6422.0,18950,6440.5,24810,6421.5,67010,6441.0,29580,6421.0,4050,6441.5,151510,6420.5,12490,6442.0,60060,6420.0,25920,6442.5,7890,6419.5,1340,6443.0,5020,6419.0,24960,6443.5,23420,6418.5,149820,6444.0,360,6418.0,170
8917,deribit,BTC-PERPETUAL,2020-04-01 00:02:07.044053,1585699327044053,6432.0,139680,6431.5,1410,6432.5,47880,6429.5,6690,6433.0,24300,6429.0,3910,6433.5,51670,6428.5,3700,6434.0,9300,6428.0,12050,6434.5,22420,6427.5,37560,6435.0,39630,6427.0,23440,6435.5,750,6426.5,178500,6436.0,42190,6426.0,69690,6436.5,1010,6425.5,50050,6437.0,41930,6425.0,69160,6437.5,86000,6424.5,21110,6438.0,21080,6424.0,4530,6438.5,17240,6423.5,16540,6439.0,160040,6423.0,62030,6439.5,87920,6422.5,39700,6440.0,3060,6422.0,18950,6440.5,24810,6421.5,20740,6441.0,29580,6421.0,4050,6441.5,151510,6420.5,12490,6442.0,60060,6420.0,72190,6442.5,7890,6419.5,1340,6443.0,5020,6419.0,24960,6443.5,23420,6418.5,149820,6444.0,360,6418.0,170
8939,deribit,BTC-PERPETUAL,2020-04-01 00:02:08.005048,1585699328005048,6432.0,139680,6431.5,1410,6432.5,47880,6429.5,6690,6433.0,24300,6429.0,3910,6433.5,51670,6428.5,3700,6434.0,9300,6428.0,12050,6434.5,22420,6427.5,37560,6435.0,39630,6427.0,96590,6435.5,750,6426.5,163020,6436.0,42190,6426.0,85160,6436.5,1010,6425.5,50050,6437.0,41930,6425.0,3090,6437.5,27610,6424.5,21110,6438.0,21380,6424.0,4530,6438.5,91290,6423.5,16540,6439.0,160040,6423.0,62030,6439.5,87920,6422.5,39700,6440.0,3060,6422.0,1270,6440.5,28810,6421.5,20740,6441.0,27580,6421.0,4050,6441.5,153510,6420.5,12490,6442.0,60060,6420.0,72190,6442.5,3890,6419.5,23550,6443.0,5020,6419.0,131230,6443.5,23420,6418.5,149820,6444.0,360,6418.0,170
9018,deribit,BTC-PERPETUAL,2020-04-01 00:02:09.031501,1585699329031501,6432.0,29040,6431.5,2410,6432.5,490,6431.0,1950,6433.0,20920,6430.0,1800,6433.5,8110,6429.5,6690,6434.0,150,6429.0,3910,6434.5,35040,6428.5,12810,6435.0,78200,6428.0,150700,6435.5,750,6427.5,106680,6436.0,42190,6427.0,79590,6436.5,1010,6426.5,22200,6437.0,34540,6426.0,24570,6437.5,27610,6425.5,50050,6438.0,34710,6425.0,3090,6438.5,92830,6424.5,21110,6439.0,54540,6424.0,4530,6439.5,95390,6423.5,16540,6440.0,3060,6423.0,62030,6440.5,23100,6422.5,20440,6441.0,27580,6422.0,19380,6441.5,243510,6421.5,40000,6442.0,46090,6421.0,94050,6442.5,3890,6420.5,12490,6443.0,20,6420.0,25920,6443.5,23420,6419.5,28550,6444.0,5360,6419.0,110030
9124,deribit,BTC-PERPETUAL,2020-04-01 00:02:10.051771,1585699330051771,6432.0,1260,6431.5,128010,6432.5,12860,6431.0,10000,6433.0,540,6430.0,6430,6433.5,1820,6429.5,16690,6434.0,10,6429.0,69110,6434.5,25770,6428.5,16150,6435.0,33200,6428.0,169390,6435.5,11500,6427.5,42420,6436.0,42190,6427.0,6440,6436.5,46060,6426.5,30740,6437.0,7380,6426.0,37060,6437.5,26710,6425.5,67350,6438.0,19170,6425.0,3210,6438.5,5370,6424.5,21110,6439.0,67650,6424.0,21190,6439.5,100210,6423.5,1530,6440.0,23470,6423.0,27030,6440.5,38610,6422.5,20440,6441.0,10060,6422.0,3980,6441.5,241510,6421.5,40000,6442.0,27060,6421.0,94050,6442.5,3280,6420.5,17490,6443.0,21050,6420.0,72190,6443.5,24030,6419.5,23550,6444.0,360,6419.0,1050
9176,deribit,BTC-PERPETUAL,2020-04-01 00:02:11.057422,1585699331057422,6432.0,1130,6431.5,73320,6432.5,12880,6431.0,10000,6433.0,540,6430.0,6430,6433.5,20,6429.5,19900,6434.0,130,6429.0,69110,6434.5,29010,6428.5,16150,6435.0,33200,6428.0,248850,6435.5,5000,6427.5,77300,6436.0,51540,6427.0,170,6436.5,92220,6426.5,24320,6437.0,6900,6426.0,38740,6437.5,27010,6425.5,32350,6438.0,19170,6425.0,1530,6438.5,5240,6424.5,21110,6439.0,55190,6424.0,4530,6439.5,66430,6423.5,1700,6440.0,65000,6423.0,73300,6440.5,38610,6422.5,39700,6441.0,23470,6422.0,3820,6441.5,257590,6421.5,43030,6442.0,46380,6421.0,94050,6442.5,3280,6420.5,17490,6443.0,1730,6420.0,25920,6443.5,24030,6419.5,123870,6444.0,35360,6419.0,1050
9198,deribit,BTC-PERPETUAL,2020-04-01 00:02:12.018421,1585699332018421,6432.0,4740,6431.5,58920,6432.5,12880,6431.0,10000,6433.0,540,6430.0,6430,6433.5,20,6429.5,19900,6434.0,130,6429.0,69000,6434.5,29010,6428.5,3410,6435.0,33200,6428.0,248850,6435.5,14000,6427.5,90150,6436.0,42330,6427.0,170,6436.5,92220,6426.5,24320,6437.0,6900,6426.0,38600,6437.5,26710,6425.5,2360,6438.0,19170,6425.0,1680,6438.5,5540,6424.5,23820,6439.0,54890,6424.0,4530,6439.5,66730,6423.5,19920,6440.0,65000,6423.0,73300,6440.5,38610,6422.5,39700,6441.0,23470,6422.0,1110,6441.5,257590,6421.5,20740,6442.0,79380,6421.0,94050,6442.5,3280,6420.5,17490,6443.0,3730,6420.0,25920,6443.5,24030,6419.5,123870,6444.0,360,6419.0,1050
9240,deribit,BTC-PERPETUAL,2020-04-01 00:02:13.001965,1585699333001965,6432.0,17270,6431.5,58920,6432.5,12880,6430.5,10000,6433.0,540,6430.0,6430,6433.5,1820,6429.5,10300,6434.0,9180,6429.0,72000,6434.5,24000,6428.5,12830,6435.0,33200,6428.0,242310,6435.5,5000,6427.5,61570,6436.0,45400,6427.0,280,6436.5,92220,6426.5,59420,6437.0,7070,6426.0,26130,6437.5,26710,6425.5,2360,6438.0,19470,6425.0,1530,6438.5,3530,6424.5,23820,6439.0,54890,6424.0,4530,6439.5,67970,6423.5,39190,6440.0,81300,6423.0,89810,6440.5,38610,6422.5,20440,6441.0,23470,6422.0,1280,6441.5,241510,6421.5,20740,6442.0,60060,6421.0,94050,6442.5,22600,6420.5,12490,6443.0,3730,6420.0,25920,6443.5,29030,6419.5,123870,6444.0,360,6419.0,6050
9282,deribit,BTC-PERPETUAL,2020-04-01 00:02:14.069863,1585699334069863,6432.0,17630,6431.5,58930,6433.0,560,6431.0,13210,6433.5,1820,6430.0,6430,6434.0,260,6429.5,22650,6434.5,23860,6429.0,72000,6435.0,33200,6428.5,16260,6435.5,14800,6428.0,242310,6436.0,31110,6427.5,42300,6436.5,98650,6427.0,280,6437.0,7060,6426.5,71400,6437.5,20280,6426.0,26130,6438.0,19470,6425.5,2360,6438.5,3530,6425.0,21670,6439.0,54890,6424.5,43090,6439.5,47970,6424.0,4530,6440.0,65000,6423.5,19920,6440.5,38610,6423.0,73290,6441.0,60250,6422.5,440,6441.5,241510,6422.0,1110,6442.0,60060,6421.5,20740,6442.5,22600,6421.0,94050,6443.0,3730,6420.5,12490,6443.5,29030,6420.0,25920,6444.0,360,6419.5,123870,6444.5,3150,6419.0,6050
9310,deribit,BTC-PERPETUAL,2020-04-01 00:02:15.048971,1585699335048971,6432.0,17630,6431.5,66130,6433.0,560,6431.0,10000,6433.5,1820,6430.0,9640,6434.0,260,6429.5,22650,6434.5,23860,6429.0,72110,6435.0,33200,6428.5,16150,6435.5,29090,6428.0,242310,6436.0,31110,6427.5,42300,6436.5,98650,6427.0,280,6437.0,470,6426.5,71420,6437.5,20440,6426.0,26110,6438.0,25600,6425.5,2360,6438.5,3530,6425.0,21670,6439.0,55190,6424.5,21110,6439.5,47970,6424.0,4530,6440.0,58000,6423.5,19920,6440.5,38610,6423.0,92550,6441.0,50250,6422.5,440,6441.5,241510,6422.0,1110,6442.0,60060,6421.5,20740,6442.5,10280,6421.0,96760,6443.0,3730,6420.5,12490,6443.5,43360,6420.0,30920,6444.0,360,6419.5,123870,6444.5,8150,6419.0,1050
9351,deribit,BTC-PERPETUAL,2020-04-01 00:02:16.029856,1585699336029856,6432.0,5000,6431.5,27680,6432.5,12860,6430.5,10000,6433.0,560,6430.0,9640,6433.5,1820,6429.5,13510,6434.0,9250,6429.0,72000,6434.5,23860,6428.5,12640,6435.0,33200,6428.0,235890,6435.5,5000,6427.5,55150,6436.0,45400,6427.0,280,6436.5,92220,6426.5,30740,6437.0,470,6426.0,26110,6437.5,39300,6425.5,2480,6438.0,25600,6425.0,21530,6438.5,3530,6424.5,21250,6439.0,55190,6424.0,7240,6439.5,47970,6423.5,19750,6440.0,58000,6423.0,92540,6440.5,38610,6422.5,440,6441.0,33470,6422.0,1280,6441.5,241510,6421.5,74670,6442.0,60060,6421.0,94050,6442.5,10280,6420.5,12490,6443.0,3730,6420.0,30920,6443.5,43360,6419.5,123870,6444.0,360,6419.0,1050
9577,deribit,BTC-PERPETUAL,2020-04-01 00:02:17.007962,1585699337007962,6430.5,138290,6430.0,3910,6431.0,120,6429.5,6440,6431.5,13630,6429.0,700,6432.0,20690,6428.5,700,6433.0,22390,6428.0,16580,6433.5,45020,6427.5,15350,6434.0,11240,6427.0,170,6434.5,22580,6426.5,11430,6435.0,145360,6426.0,71110,6436.0,24440,6425.5,2230,6436.5,7380,6425.0,26010,6437.0,470,6424.5,21110,6437.5,50450,6424.0,4530,6438.0,7860,6423.5,170940,6438.5,180,6423.0,111990,6439.0,164890,6422.5,20440,6439.5,28840,6422.0,4490,6440.0,3060,6421.5,42380,6440.5,38610,6421.0,4180,6441.0,60,6420.5,58920,6441.5,3220,6420.0,60920,6442.0,60060,6419.5,23550,6442.5,34600,6419.0,1050,6443.0,152020,6418.5,154040,6443.5,117740,6418.0,170
9791,deribit,BTC-PERPETUAL,2020-04-01 00:02:18.001238,1585699338001238,6429.5,95730,6429.0,700,6430.0,1000,6428.5,700,6430.5,49330,6428.0,700,6431.0,9940,6427.5,700,6431.5,26770,6427.0,20,6432.0,15430,6426.5,390,6433.0,22790,6426.0,6370,6433.5,9660,6425.5,4430,6434.0,11240,6425.0,14620,6434.5,40150,6424.5,21110,6435.0,91580,6424.0,42090,6435.5,350,6423.5,151530,6436.0,21230,6423.0,174690,6436.5,36150,6422.5,35460,6437.0,214980,6422.0,4440,6437.5,34250,6421.5,39670,6438.0,1080,6421.0,4180,6438.5,1890,6420.5,2220,6439.0,144540,6420.0,46060,6439.5,40770,6419.5,1340,6440.0,10060,6419.0,3760,6440.5,44420,6418.5,124040,6441.0,60,6418.0,46600,6442.0,25970,6417.5,27930,6442.5,3280,6417.0,19360
9851,deribit,BTC-PERPETUAL,2020-04-01 00:02:19.075406,1585699339075406,6429.5,56550,6429.0,720,6430.0,22360,6428.5,700,6430.5,49210,6428.0,700,6431.5,26910,6427.5,700,6432.0,15430,6427.0,20,6432.5,10190,6426.5,1750,6433.0,22660,6426.0,16370,6433.5,9660,6425.5,17280,6434.0,2290,6425.0,24880,6434.5,43150,6424.5,36580,6435.0,104320,6424.0,9530,6435.5,46620,6423.5,151650,6436.0,21230,6423.0,174690,6436.5,20650,6422.5,35760,6437.0,184210,6422.0,4320,6437.5,28820,6421.5,20740,6438.0,1080,6421.0,4320,6438.5,18800,6420.5,17890,6439.0,144540,6420.0,45920,6439.5,770,6419.5,1340,6440.0,3060,6419.0,3760,6440.5,46120,6418.5,114820,6441.0,5060,6418.0,46600,6441.5,10000,6417.5,27930,6442.0,25970,6417.0,19360
9881,deribit,BTC-PERPETUAL,2020-04-01 00:02:20.069877,1585699340069877,6429.5,56550,6429.0,720,6430.0,22360,6428.5,700,6430.5,52420,6428.0,700,6431.5,26910,6427.5,700,6432.0,15430,6427.0,20,6432.5,10190,6426.5,1750,6433.0,29090,6426.0,16370,6433.5,6450,6425.5,4430,6434.0,2290,6425.0,18310,6434.5,56760,6424.5,36580,6435.0,85150,6424.0,22370,6435.5,350,6423.5,158070,6436.0,21230,6423.0,174690,6436.5,20650,6422.5,35450,6437.0,170810,6422.0,4620,6437.5,27280,6421.5,20740,6438.0,60760,6421.0,4320,6438.5,18800,6420.5,18200,6439.0,144540,6420.0,45920,6439.5,20080,6419.5,1340,6440.0,5670,6419.0,3760,6440.5,28800,6418.5,114820,6441.0,5060,6418.0,46600,6441.5,10000,6417.5,27930,6442.0,25360,6417.0,19360
9920,deribit,BTC-PERPETUAL,2020-04-01 00:02:21.014233,1585699341014233,6429.5,49450,6429.0,720,6430.0,22360,6428.5,700,6430.5,52410,6428.0,700,6431.5,36130,6427.5,700,6432.0,21830,6427.0,40,6433.0,22240,6426.5,2150,6433.5,6850,6426.0,16370,6434.0,2290,6425.5,4030,6434.5,26960,6425.0,40200,6435.0,131420,6424.5,21110,6435.5,18080,6424.0,40070,6436.0,21230,6423.5,151650,6436.5,35440,6423.0,169030,6437.0,155310,6422.5,35450,6437.5,42780,6422.0,4460,6438.0,14490,6421.5,20740,6438.5,38110,6421.0,4180,6439.0,144540,6420.5,18340,6439.5,2470,6420.0,92190,6440.0,5670,6419.5,1340,6440.5,27100,6419.0,3760,6441.0,5060,6418.5,114820,6441.5,10000,6418.0,330,6442.0,25360,6417.5,10320,6442.5,3280,6417.0,19360
9984,deribit,BTC-PERPETUAL,2020-04-01 00:02:22.017166,1585699342017166,6429.5,51650,6429.0,730,6430.0,13410,6428.5,700,6430.5,50640,6428.0,700,6431.0,5000,6427.5,700,6431.5,33200,6427.0,40,6432.0,15560,6426.5,790,6433.0,52230,6426.0,6370,6433.5,6850,6425.5,4030,6434.0,61710,6425.0,23670,6434.5,26960,6424.5,30390,6435.0,85150,6424.0,40070,6435.5,18080,6423.5,158070,6436.0,21230,6423.0,156990,6436.5,20650,6422.5,30440,6437.0,155310,6422.0,4460,6437.5,62090,6421.5,20740,6438.0,14490,6421.0,4190,6438.5,18800,6420.5,18330,6439.0,146540,6420.0,92190,6439.5,2470,6419.5,1340,6440.0,3670,6419.0,3760,6440.5,27100,6418.5,114820,6441.0,5060,6418.0,490,6441.5,34500,6417.5,10320,6442.0,25360,6417.0,54360
10038,deribit,BTC-PERPETUAL,2020-04-01 00:02:23.008438,1585699343008438,6429.5,44470,6429.0,30,6430.0,33080,6428.5,700,6430.5,49200,6428.0,700,6431.0,5000,6427.5,700,6431.5,33200,6427.0,40,6432.0,15560,6426.5,790,6433.0,22240,6426.0,6370,6433.5,8390,6425.5,4030,6434.0,15440,6425.0,23670,6434.5,43150,6424.5,30390,6435.0,85150,6424.0,22370,6435.5,350,6423.5,175650,6436.0,21530,6423.0,157100,6436.5,84740,6422.5,30430,6437.0,168710,6422.0,4460,6437.5,62090,6421.5,20740,6438.0,1080,6421.0,4190,6438.5,180,6420.5,18340,6439.0,146540,6420.0,92190,6439.5,2470,6419.5,36340,6440.0,3670,6419.0,3760,6440.5,27100,6418.5,114820,6441.0,5060,6418.0,490,6441.5,10000,6417.5,10320,6442.0,25360,6417.0,19360
10082,deribit,BTC-PERPETUAL,2020-04-01 00:02:24.198060,1585699344198060,6429.5,44100,6429.0,30,6430.0,23880,6428.5,700,6430.5,49200,6428.0,1330,6431.0,14620,6427.5,700,6431.5,33200,6427.0,40,6432.0,15400,6426.5,2150,6433.0,22400,6426.0,6370,6433.5,8390,6425.5,13130,6434.0,61710,6425.0,21050,6434.5,43150,6424.5,36690,6435.0,85150,6424.0,9530,6435.5,350,6423.5,175650,6436.0,21230,6423.0,157110,6436.5,39120,6422.5,65430,6437.0,183870,6422.0,4320,6437.5,46590,6421.5,20740,6438.0,1080,6421.0,4340,6438.5,180,6420.5,18330,6439.0,146540,6420.0,92190,6439.5,2470,6419.5,1340,6440.0,3670,6419.0,20800,6440.5,27100,6418.5,114820,6441.0,5060,6418.0,330,6441.5,10000,6417.5,10320,6442.0,25360,6417.0,19360
10096,deribit,BTC-PERPETUAL,2020-04-01 00:02:25.001948,1585699345001948,6429.5,47740,6429.0,30,6430.0,23880,6428.5,700,6430.5,49200,6428.0,1330,6431.0,14620,6427.5,700,6431.5,33200,6427.0,40,6432.0,15400,6426.5,790,6433.0,22400,6426.0,16370,6433.5,8390,6425.5,13090,6434.0,15440,6425.0,21050,6434.5,43150,6424.5,36690,6435.0,85150,6424.0,9530,6435.5,46620,6423.5,175650,6436.0,21230,6423.0,157110,6436.5,38820,6422.5,65430,6437.0,184170,6422.0,4320,6437.5,27280,6421.5,20740,6438.0,1080,6421.0,4340,6438.5,180,6420.5,18330,6439.0,165850,6420.0,92190,6439.5,2470,6419.5,1340,6440.0,3060,6419.0,20800,6440.5,27100,6418.5,114820,6441.0,5060,6418.0,330,6441.5,10000,6417.5,10320,6442.0,25970,6417.0,19360
10121,deribit,BTC-PERPETUAL,2020-04-01 00:02:26.007321,1585699346007321,6429.5,42660,6429.0,40,6430.0,23880,6428.5,700,6430.5,50640,6428.0,1330,6431.0,9620,6427.5,700,6431.5,33200,6427.0,20,6432.0,15400,6426.5,5150,6433.0,22400,6426.0,16390,6433.5,8390,6425.5,4030,6434.0,15440,6425.0,17760,6434.5,43150,6424.5,36580,6435.0,131420,6424.0,22480,6435.5,350,6423.5,175650,6436.0,21230,6423.0,157110,6436.5,21000,6422.5,65420,6437.0,184170,6422.0,4320,6437.5,27280,6421.5,20740,6438.0,1080,6421.0,4340,6438.5,19830,6420.5,18330,6439.0,165850,6420.0,92390,6439.5,2470,6419.5,1340,6440.0,3060,6419.0,20800,6440.5,27300,6418.5,114820,6441.0,5060,6418.0,330,6441.5,10000,6417.5,10320,6442.0,25970,6417.0,19360
10162,deribit,BTC-PERPETUAL,2020-04-01 00:02:27.000505,1585699347000505,6429.5,36020,6429.0,7770,6430.0,20670,6428.5,700,6430.5,50640,6428.0,700,6431.0,19480,6427.5,700,6431.5,26770,6427.0,20,6432.0,15400,6426.5,5150,6433.0,28670,6426.0,16390,6433.5,6850,6425.5,16880,6434.0,2290,6425.0,17710,6434.5,39710,6424.5,43110,6435.0,149150,6424.0,9530,6435.5,350,6423.5,204230,6436.0,21230,6423.0,157110,6436.5,21000,6422.5,65420,6437.0,218870,6422.0,4320,6437.5,27280,6421.5,20740,6438.0,1080,6421.0,4340,6438.5,19860,6420.5,18330,6439.0,165850,6420.0,92390,6439.5,2470,6419.5,1500,6440.0,3060,6419.0,20800,6440.5,27300,6418.5,114820,6441.0,5060,6418.0,170,6441.5,10000,6417.5,10320,6442.0,25970,6417.0,19360
