,exchange,symbol,timestamp,local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
12227,deribit,BTC-PERPETUAL,2020-04-01 00:03:12.047827,1585699392047827,6430.0,15740,6429.5,46170,6430.5,7800,6429.0,11000,6431.0,30,6428.5,700,6432.0,5250,6428.0,9370,6432.5,11070,6427.5,7370,6433.0,36520,6427.0,1130,6433.5,90860,6426.5,13340,6434.0,46290,6426.0,27720,6434.5,33490,6425.5,16290,6435.0,64200,6425.0,306260,6435.5,7510,6424.5,34170,6436.0,24930,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,48760,6423.0,102480,6437.5,39920,6422.5,21910,6438.0,31080,6422.0,17960,6438.5,15680,6421.5,20740,6439.0,144660,6421.0,50320,6439.5,7000,6420.5,2220,6440.0,3060,6420.0,26130,6440.5,25300,6419.5,1220,6441.0,670,6419.0,30650,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12266,deribit,BTC-PERPETUAL,2020-04-01 00:03:13.004594,1585699393004594,6430.0,15850,6429.5,44190,6430.5,7800,6429.0,14000,6431.0,30,6428.5,700,6432.0,5130,6428.0,9370,6432.5,11070,6427.5,700,6433.0,36520,6427.0,7800,6433.5,90860,6426.5,13340,6434.0,46290,6426.0,43190,6434.5,33490,6425.5,820,6435.0,64200,6425.0,299840,6435.5,7510,6424.5,34170,6436.0,24930,6424.0,49380,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,31080,6422.0,17800,6438.5,19490,6421.5,20900,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,2220,6440.0,3060,6420.0,26130,6440.5,25300,6419.5,1220,6441.0,35670,6419.0,30650,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12276,deribit,BTC-PERPETUAL,2020-04-01 00:03:14.202455,1585699394202455,6430.0,15850,6429.5,44190,6430.5,7800,6429.0,14000,6431.0,30,6428.5,700,6432.0,130,6428.0,9370,6432.5,11070,6427.5,700,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,13450,6434.0,46290,6426.0,43190,6434.5,33490,6425.5,820,6435.0,64200,6425.0,301260,6435.5,7510,6424.5,34220,6436.0,24930,6424.0,42950,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,31080,6422.0,17800,6438.5,19490,6421.5,20900,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,2220,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,1170,6441.0,187670,6419.0,30650,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12298,deribit,BTC-PERPETUAL,2020-04-01 00:03:15.016790,1585699395016790,6430.0,20330,6429.5,28420,6430.5,3210,6429.0,4000,6431.0,3670,6428.5,700,6432.0,250,6428.0,9370,6432.5,11070,6427.5,700,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,13450,6434.0,46290,6426.0,43190,6434.5,33490,6425.5,820,6435.0,64200,6425.0,301260,6435.5,7510,6424.5,34220,6436.0,24930,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,31080,6422.0,17800,6438.5,19490,6421.5,20900,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,2220,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,1170,6441.0,187670,6419.0,30650,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12309,deribit,BTC-PERPETUAL,2020-04-01 00:03:16.037502,1585699396037502,6430.0,15850,6429.5,42250,6430.5,7800,6429.0,14000,6431.0,3670,6428.5,700,6432.0,130,6428.0,9370,6432.5,11070,6427.5,700,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,13450,6434.0,46290,6426.0,56040,6434.5,33790,6425.5,820,6435.0,63900,6425.0,288410,6435.5,7510,6424.5,34220,6436.0,24930,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,31080,6422.0,17800,6438.5,19490,6421.5,20900,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,2220,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,1170,6441.0,187670,6419.0,30650,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12334,deribit,BTC-PERPETUAL,2020-04-01 00:03:17.062235,1585699397062235,6430.0,15740,6429.5,51270,6430.5,4590,6429.0,14000,6431.0,30,6428.5,700,6432.0,250,6428.0,9370,6432.5,14280,6427.5,700,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,13450,6434.0,46290,6426.0,56040,6434.5,30790,6425.5,820,6435.0,63900,6425.0,288410,6435.5,7510,6424.5,34220,6436.0,24930,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,31080,6422.0,1110,6438.5,19490,6421.5,38120,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,2390,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,1170,6441.0,187670,6419.0,30340,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12352,deribit,BTC-PERPETUAL,2020-04-01 00:03:18.143389,1585699398143389,6430.0,15740,6429.5,49470,6430.5,4590,6429.0,14000,6431.0,30,6428.5,700,6432.0,250,6428.0,9370,6432.5,14280,6427.5,24400,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,13450,6434.0,46290,6426.0,56040,6434.5,30790,6425.5,820,6435.0,63900,6425.0,288410,6435.5,7510,6424.5,34220,6436.0,24930,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,31080,6422.0,47380,6438.5,19490,6421.5,20740,6439.0,160160,6421.0,4050,6439.5,7000,6420.5,2390,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,1170,6441.0,187670,6419.0,52400,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,30910,6417.5,24540
12382,deribit,BTC-PERPETUAL,2020-04-01 00:03:19.061199,1585699399061199,6430.0,15850,6429.5,48290,6430.5,7800,6429.0,14000,6431.0,30,6428.5,700,6432.0,130,6428.0,18400,6432.5,11070,6427.5,31070,6433.0,36520,6427.0,1020,6433.5,90860,6426.5,3500,6434.0,46290,6426.0,43190,6434.5,35790,6425.5,5870,6435.0,64200,6425.0,294840,6435.5,510,6424.5,34220,6436.0,44230,6424.0,49380,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,28080,6422.0,1110,6438.5,180,6421.5,38100,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,2390,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,1170,6441.0,187670,6419.0,30340,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,180,6442.5,40910,6417.5,24540
12408,deribit,BTC-PERPETUAL,2020-04-01 00:03:20.152185,1585699400152185,6430.0,15850,6429.5,50090,6430.5,7800,6429.0,14000,6431.0,30,6428.5,700,6432.0,130,6428.0,18400,6432.5,11070,6427.5,24400,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,3500,6434.0,46290,6426.0,43190,6434.5,35790,6425.5,25140,6435.0,64200,6425.0,281990,6435.5,510,6424.5,34220,6436.0,44230,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,28080,6422.0,1110,6438.5,180,6421.5,38100,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,5600,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,7580,6441.0,37670,6419.0,30340,6441.5,10000,6418.5,114820,6442.0,180070,6418.0,180,6442.5,40910,6417.5,24540
12428,deribit,BTC-PERPETUAL,2020-04-01 00:03:21.063439,1585699401063439,6430.0,15740,6429.5,51900,6430.5,3260,6429.0,14000,6431.0,4570,6428.5,700,6432.0,250,6428.0,18400,6432.5,11070,6427.5,24400,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,3500,6434.0,46290,6426.0,43190,6434.5,35790,6425.5,25140,6435.0,64200,6425.0,281990,6435.5,510,6424.5,34220,6436.0,44230,6424.0,42960,6436.5,32140,6423.5,30150,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,28080,6422.0,1110,6438.5,180,6421.5,38100,6439.0,160160,6421.0,50320,6439.5,7000,6420.5,5600,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,7580,6441.0,37670,6419.0,30340,6441.5,10000,6418.5,114820,6442.0,180070,6418.0,180,6442.5,40910,6417.5,24540
12448,deribit,BTC-PERPETUAL,2020-04-01 00:03:22.034846,1585699402034846,6430.0,15850,6429.5,51900,6430.5,7800,6429.0,14000,6431.0,30,6428.5,700,6432.0,130,6428.0,18380,6432.5,11070,6427.5,24400,6433.0,36520,6427.0,7690,6433.5,90860,6426.5,3500,6434.0,46290,6426.0,43190,6434.5,35790,6425.5,5870,6435.0,63900,6425.0,294840,6435.5,810,6424.5,34220,6436.0,44230,6424.0,49380,6436.5,32140,6423.5,160,6437.0,36230,6423.0,102480,6437.5,33870,6422.5,21910,6438.0,28080,6422.0,47380,6438.5,180,6421.5,20740,6439.0,160160,6421.0,4050,6439.5,7000,6420.5,5600,6440.0,3060,6420.0,26130,6440.5,42060,6419.5,7580,6441.0,37670,6419.0,52300,6441.5,10000,6418.5,114820,6442.0,215070,6418.0,180,6442.5,40910,6417.5,24540
12517,deribit,BTC-PERPETUAL,2020-04-01 00:03:23.059447,1585699403059447,6430.0,12980,6429.5,94910,6430.5,20,6429.0,15800,6431.0,10,6428.5,700,6431.5,1800,6428.0,16580,6432.0,130,6427.5,31070,6432.5,14400,6427.0,1130,6433.0,22240,6426.5,48390,6433.5,95960,6426.0,62460,6434.0,46430,6425.5,880,6434.5,43400,6425.0,236990,6435.0,64200,6424.5,34380,6436.0,26280,6424.0,42940,6436.5,32140,6423.5,20,6437.0,36230,6423.0,148750,6437.5,53200,6422.5,21910,6438.0,28080,6422.0,1270,6438.5,530,6421.5,23450,6439.0,160490,6421.0,4050,6439.5,7000,6420.5,5430,6440.0,3060,6420.0,56130,6440.5,23300,6419.5,1170,6441.0,2670,6419.0,51650,6441.5,10000,6418.5,114820,6442.0,30070,6418.0,6590,6442.5,17160,6417.5,24540
12800,deribit,BTC-PERPETUAL,2020-04-01 00:03:24.031596,1585699404031596,6432.0,10,6431.5,131530,6432.5,11440,6431.0,15570,6433.0,540,6430.5,340,6433.5,30010,6430.0,11710,6434.0,59160,6429.5,2840,6434.5,6840,6429.0,27020,6435.0,46960,6428.5,13950,6435.5,10420,6428.0,29380,6436.0,98690,6427.5,24620,6436.5,17610,6427.0,16700,6437.0,25720,6426.5,233390,6437.5,39940,6426.0,160440,6438.0,61060,6425.5,18450,6438.5,14060,6425.0,4740,6439.0,31420,6424.5,34380,6439.5,22510,6424.0,4670,6440.0,3220,6423.5,67550,6440.5,23300,6423.0,28530,6441.0,670,6422.5,21910,6441.5,150630,6422.0,1110,6442.0,25070,6421.5,23450,6442.5,17160,6421.0,94050,6443.0,108100,6420.5,5430,6443.5,36830,6420.0,62350,6444.0,360,6419.5,93970
13018,deribit,BTC-PERPETUAL,2020-04-01 00:03:25.000636,1585699405000636,6433.0,540,6432.5,125020,6433.5,3240,6432.0,7430,6434.0,46290,6431.5,11000,6434.5,6840,6431.0,14990,6435.0,12880,6430.5,28730,6435.5,11620,6430.0,7430,6436.0,21630,6429.5,58030,6436.5,4050,6429.0,27020,6437.0,6550,6428.5,7370,6437.5,20630,6428.0,77480,6438.0,174340,6427.5,24400,6438.5,13180,6427.0,1220,6439.0,39180,6426.5,206250,6439.5,19030,6426.0,60430,6440.0,29500,6425.5,750,6440.5,45810,6425.0,48460,6441.0,840,6424.5,67580,6441.5,52360,6424.0,25100,6442.0,25070,6423.5,130020,6442.5,13160,6423.0,27000,6443.0,20,6422.5,390,6443.5,23540,6422.0,1110,6444.0,90360,6421.5,110860,6444.5,28730,6421.0,6760,6445.0,396960,6420.5,24530
13090,deribit,BTC-PERPETUAL,2020-04-01 00:03:26.030844,1585699406030844,6433.0,560,6432.5,136770,6433.5,20,6432.0,7430,6434.0,20,6431.5,1110,6434.5,1980,6431.0,14880,6435.0,19550,6430.5,28870,6435.5,13460,6430.0,7430,6436.0,23070,6429.5,58090,6436.5,3870,6429.0,30230,6437.0,47910,6428.5,7370,6437.5,23980,6428.0,74270,6438.0,141800,6427.5,30820,6438.5,46020,6427.0,1220,6439.0,39180,6426.5,239030,6439.5,19030,6426.0,27650,6440.0,29500,6425.5,3960,6440.5,30300,6425.0,40370,6441.0,15740,6424.5,69090,6441.5,48630,6424.0,23440,6442.0,210680,6423.5,95020,6442.5,14890,6423.0,46260,6443.0,20,6422.5,390,6443.5,60540,6422.0,36110,6444.0,90360,6421.5,110860,6444.5,25760,6421.0,5220,6445.0,176960,6420.5,33750
13132,deribit,BTC-PERPETUAL,2020-04-01 00:03:27.004441,1585699407004441,6433.0,560,6432.5,130020,6433.5,20,6432.0,13870,6434.0,20,6431.5,1110,6434.5,1980,6431.0,14860,6435.0,19550,6430.5,28870,6435.5,13460,6430.0,7430,6436.0,22670,6429.5,59240,6436.5,3750,6429.0,27020,6437.0,48030,6428.5,22850,6437.5,24380,6428.0,58790,6438.0,123760,6427.5,42110,6438.5,46180,6427.0,1220,6439.0,57060,6426.5,252750,6439.5,19030,6426.0,27650,6440.0,29500,6425.5,3960,6440.5,30300,6425.0,21530,6441.0,15740,6424.5,69090,6441.5,18630,6424.0,23440,6442.0,210680,6423.5,95020,6442.5,14890,6423.0,27000,6443.0,20,6422.5,390,6443.5,60540,6422.0,37280,6444.0,90360,6421.5,112030,6444.5,25760,6421.0,5220,6445.0,176960,6420.5,10390
13161,deribit,BTC-PERPETUAL,2020-04-01 00:03:28.072582,1585699408072582,6433.0,560,6432.5,123990,6433.5,20,6432.0,7450,6434.0,20,6431.5,1110,6434.5,2350,6431.0,21290,6435.0,19550,6430.5,28870,6435.5,13460,6430.0,16450,6436.0,22670,6429.5,49780,6436.5,3750,6429.0,32020,6437.0,48030,6428.5,22850,6437.5,24380,6428.0,58790,6438.0,123760,6427.5,42110,6438.5,45880,6427.0,1220,6439.0,57060,6426.5,252750,6439.5,31910,6426.0,57640,6440.0,29800,6425.5,3960,6440.5,30300,6425.0,28020,6441.0,15740,6424.5,69090,6441.5,18630,6424.0,23440,6442.0,210680,6423.5,95020,6442.5,14850,6423.0,27000,6443.0,20,6422.5,390,6443.5,58540,6422.0,37280,6444.0,92360,6421.5,112030,6444.5,25760,6421.0,5220,6445.0,176960,6420.5,10390
13182,deribit,BTC-PERPETUAL,2020-04-01 00:03:29.031088,1585699409031088,6433.0,540,6432.5,123990,6433.5,20,6432.0,7450,6434.0,40,6431.5,1110,6434.5,2350,6431.0,21290,6435.0,19550,6430.5,28870,6435.5,13460,6430.0,7430,6436.0,22670,6429.5,58970,6436.5,3870,6429.0,32020,6437.0,52910,6428.5,22850,6437.5,24380,6428.0,58790,6438.0,123840,6427.5,42110,6438.5,33020,6427.0,1220,6439.0,69760,6426.5,240600,6439.5,31910,6426.0,70380,6440.0,29800,6425.5,3960,6440.5,30300,6425.0,28020,6441.0,15740,6424.5,69090,6441.5,18630,6424.0,7230,6442.0,210070,6423.5,95020,6442.5,14890,6423.0,62000,6443.0,20,6422.5,390,6443.5,58540,6422.0,21740,6444.0,92970,6421.5,112030,6444.5,25760,6421.0,5220,6445.0,181960,6420.5,10390
13223,deribit,BTC-PERPETUAL,2020-04-01 00:03:30.153187,1585699410153187,6433.0,540,6432.5,124100,6433.5,20,6432.0,20310,6434.0,40,6431.5,1110,6434.5,2350,6431.0,24160,6435.0,19550,6430.5,22320,6435.5,3640,6430.0,7570,6436.0,22670,6429.5,49780,6436.5,3750,6429.0,32020,6437.0,62320,6428.5,22850,6437.5,54370,6428.0,105990,6438.0,123960,6427.5,42110,6438.5,33020,6427.0,1220,6439.0,56920,6426.5,240440,6439.5,31910,6426.0,57640,6440.0,42130,6425.5,3960,6440.5,30300,6425.0,28020,6441.0,15570,6424.5,69090,6442.0,25230,6424.0,24060,6442.5,14930,6423.5,95020,6443.0,17410,6423.0,27000,6443.5,58540,6422.5,390,6444.0,92970,6422.0,25020,6444.5,180,6421.5,112030,6445.0,361960,6421.0,5220,6445.5,5000,6420.5,10390
13246,deribit,BTC-PERPETUAL,2020-04-01 00:03:31.084861,1585699411084861,6433.0,540,6432.5,121270,6433.5,20,6432.0,20310,6434.0,40,6431.5,1110,6434.5,2350,6431.0,14980,6435.0,19550,6430.5,22320,6435.5,3640,6430.0,23770,6436.0,22670,6429.5,48240,6436.5,3860,6429.0,32160,6437.0,62330,6428.5,16180,6437.5,54370,6428.0,60220,6438.0,123840,6427.5,42110,6438.5,33020,6427.0,14160,6439.0,57060,6426.5,240740,6439.5,31910,6426.0,57640,6440.0,41990,6425.5,3960,6440.5,30300,6425.0,28020,6441.0,15570,6424.5,22820,6442.0,25230,6424.0,70330,6442.5,14930,6423.5,95020,6443.0,17410,6423.0,62000,6443.5,58540,6422.5,390,6444.0,92970,6422.0,2280,6444.5,180,6421.5,112030,6445.0,361960,6421.0,5220,6445.5,5000,6420.5,10390
13262,deribit,BTC-PERPETUAL,2020-04-01 00:03:32.125822,1585699412125822,6433.0,540,6432.5,121280,6433.5,20,6432.0,20290,6434.0,40,6431.5,4110,6434.5,2350,6431.0,14980,6435.0,19550,6430.5,22320,6435.5,3640,6430.0,17100,6436.0,22670,6429.5,54910,6436.5,3860,6429.0,32160,6437.0,62330,6428.5,16180,6437.5,54370,6428.0,60220,6438.0,123840,6427.5,42110,6438.5,33020,6427.0,14160,6439.0,57060,6426.5,221170,6439.5,31910,6426.0,57640,6440.0,41990,6425.5,38960,6440.5,30300,6425.0,47290,6441.0,15570,6424.5,69090,6441.5,5000,6424.0,24060,6442.0,25230,6423.5,95020,6442.5,14930,6423.0,27000,6443.0,17410,6422.5,390,6443.5,58540,6422.0,2280,6444.0,92970,6421.5,112030,6444.5,180,6421.0,5220,6445.0,361960,6420.5,10390
13308,deribit,BTC-PERPETUAL,2020-04-01 00:03:33.413694,1585699413413694,6433.0,550,6432.5,132760,6433.5,20,6432.0,20290,6434.0,40,6431.5,4000,6434.5,2350,6431.0,14980,6435.0,12880,6430.5,22320,6436.0,8340,6430.0,23770,6436.5,3860,6429.5,48240,6437.0,62210,6429.0,32160,6437.5,51270,6428.5,16180,6438.0,123760,6428.0,245220,6438.5,3190,6427.5,74890,6439.0,57220,6427.0,1380,6439.5,53600,6426.5,20080,6440.0,29500,6426.0,76910,6440.5,30300,6425.5,82150,6441.0,15570,6425.0,28020,6441.5,5000,6424.5,22690,6442.0,25230,6424.0,24060,6442.5,14850,6423.5,95020,6443.0,17410,6423.0,27000,6443.5,58540,6422.5,390,6444.0,92970,6422.0,2280,6444.5,180,6421.5,112030,6445.0,176960,6421.0,5220,6445.5,23630,6420.5,10390
13354,deribit,BTC-PERPETUAL,2020-04-01 00:03:34.006913,1585699414006913,6433.0,550,6432.5,123760,6433.5,20,6432.0,20290,6434.0,40,6431.5,4000,6434.5,2350,6431.0,14980,6435.0,12880,6430.5,28990,6436.0,1780,6430.0,17100,6436.5,3750,6429.5,48240,6437.0,68880,6429.0,182160,6437.5,51140,6428.5,48970,6438.0,123760,6428.0,95220,6438.5,180,6427.5,45320,6439.0,57350,6427.0,1380,6439.5,47790,6426.5,17000,6440.0,29500,6426.0,76910,6440.5,63140,6425.5,82020,6441.0,15570,6425.0,28020,6441.5,5000,6424.5,22690,6442.0,25230,6424.0,24060,6442.5,14850,6423.5,95020,6443.0,17410,6423.0,27000,6443.5,58540,6422.5,390,6444.0,90970,6422.0,2280,6444.5,2180,6421.5,112030,6445.0,176960,6421.0,5220,6446.0,36030,6420.5,10390
13400,deribit,BTC-PERPETUAL,2020-04-01 00:03:35.100532,1585699415100532,6433.0,550,6432.5,114880,6433.5,20,6432.0,7430,6434.0,50,6431.5,1110,6434.5,6930,6431.0,21290,6435.0,12880,6430.5,35540,6435.5,12880,6430.0,17100,6436.0,22570,6429.5,47840,6436.5,48750,6429.0,182420,6437.0,54700,6428.5,49110,6437.5,20630,6428.0,130220,6438.0,78760,6427.5,45320,6438.5,180,6427.0,1380,6439.0,57050,6426.5,17000,6439.5,48190,6426.0,57640,6440.0,29800,6425.5,750,6440.5,63140,6425.0,28020,6441.0,15570,6424.5,88230,6441.5,5170,6424.0,24060,6442.0,25070,6423.5,95020,6442.5,164850,6423.0,27000,6443.0,17410,6422.5,390,6443.5,58540,6422.0,2280,6444.0,90970,6421.5,112030,6444.5,24460,6421.0,5220,6445.0,176960,6420.5,10390
13458,deribit,BTC-PERPETUAL,2020-04-01 00:03:36.215276,1585699416215276,6433.0,550,6432.5,134390,6433.5,20,6432.0,20290,6434.0,40,6431.5,4000,6434.5,1980,6431.0,14980,6435.0,12880,6430.5,28990,6435.5,3640,6430.0,17170,6436.0,9390,6429.5,47840,6436.5,48750,6429.0,219090,6437.0,56020,6428.5,50500,6437.5,20750,6428.0,60220,6438.0,78760,6427.5,45320,6438.5,180,6427.0,1380,6439.0,39310,6426.5,17190,6439.5,40400,6426.0,27650,6440.0,41670,6425.5,82020,6440.5,63140,6425.0,28020,6441.0,15570,6424.5,40430,6441.5,5000,6424.0,22550,6442.0,25230,6423.5,95020,6442.5,13160,6423.0,27000,6443.0,19100,6422.5,390,6443.5,58540,6422.0,2280,6444.0,275970,6421.5,112030,6444.5,2180,6421.0,5220,6445.0,176960,6420.5,10390
13491,deribit,BTC-PERPETUAL,2020-04-01 00:03:37.279901,1585699417279901,6433.0,850,6432.5,134400,6433.5,20,6432.0,20290,6434.0,40,6431.5,4000,6434.5,1980,6431.0,14980,6435.0,12880,6430.5,28990,6436.0,340,6430.0,17170,6436.5,58200,6429.5,47840,6437.0,56020,6429.0,219090,6437.5,20750,6428.5,50500,6438.0,78760,6428.0,60220,6438.5,180,6427.5,46850,6439.0,39450,6427.0,2890,6439.5,40390,6426.5,17190,6440.0,41530,6426.0,26120,6440.5,63140,6425.5,55020,6441.0,15570,6425.0,72760,6441.5,5000,6424.5,21160,6442.0,26920,6424.0,22550,6442.5,13160,6423.5,95020,6443.0,17410,6423.0,27000,6443.5,58540,6422.5,390,6444.0,275970,6422.0,2280,6444.5,2180,6421.5,112030,6445.0,176960,6421.0,5220,6446.0,1030,6420.5,10390
13500,deribit,BTC-PERPETUAL,2020-04-01 00:03:38.205119,1585699418205119,6433.0,850,6432.5,134400,6433.5,20,6432.0,20290,6434.0,40,6431.5,4000,6434.5,1980,6431.0,14980,6435.0,12880,6430.5,28990,6436.0,340,6430.0,17170,6436.5,58190,6429.5,47840,6437.0,56020,6429.0,218690,6437.5,20750,6428.5,50900,6438.0,78760,6428.0,60220,6438.5,180,6427.5,46850,6439.0,39310,6427.0,2890,6439.5,40530,6426.5,17190,6440.0,41530,6426.0,26120,6440.5,63140,6425.5,55020,6441.0,60,6425.0,72760,6441.5,5000,6424.5,21160,6442.0,42430,6424.0,22550,6442.5,13160,6423.5,95020,6443.0,17410,6423.0,27000,6443.5,58540,6422.5,390,6444.0,275970,6422.0,2280,6444.5,2180,6421.5,112030,6445.0,176960,6421.0,5220,6446.0,1030,6420.5,10390
13542,deribit,BTC-PERPETUAL,2020-04-01 00:03:39.000926,1585699419000926,6433.0,850,6432.5,18790,6433.5,4620,6432.0,7430,6434.0,410,6431.5,4000,6434.5,5610,6431.0,21530,6435.0,12880,6430.5,28990,6436.0,10930,6430.0,23600,6436.5,48750,6429.5,47840,6437.0,8430,6429.0,218690,6437.5,88930,6428.5,50900,6438.0,1430,6428.0,2440,6438.5,180,6427.5,103400,6439.0,39310,6427.0,2890,6439.5,86800,6426.5,17190,6440.0,41530,6426.0,26120,6440.5,63140,6425.5,55020,6441.0,60,6425.0,26490,6441.5,5000,6424.5,21160,6442.0,42430,6424.0,22550,6442.5,13160,6423.5,95020,6443.0,17410,6423.0,27000,6443.5,58540,6422.5,390,6444.0,275970,6422.0,2280,6444.5,104290,6421.5,44780,6445.0,63700,6421.0,140000,6446.0,1030,6420.5,10390
13597,deribit,BTC-PERPETUAL,2020-04-01 00:03:40.075537,1585699420075537,6433.0,25320,6432.5,39510,6433.5,1820,6432.0,7430,6434.0,40,6431.5,4110,6434.5,3810,6431.0,14980,6435.0,14320,6430.5,18530,6435.5,29990,6430.0,20290,6436.0,30820,6429.5,2840,6436.5,53750,6429.0,217160,6437.0,8430,6428.5,49370,6437.5,88930,6428.0,47440,6438.0,1430,6427.5,103400,6438.5,13590,6427.0,2910,6439.0,39310,6426.5,17190,6439.5,73380,6426.0,27650,6440.0,41530,6425.5,2260,6440.5,63140,6425.0,26490,6441.0,60,6424.5,40430,6441.5,21000,6424.0,57550,6442.0,42430,6423.5,95020,6442.5,198160,6423.0,27000,6443.0,20,6422.5,390,6443.5,58540,6422.0,2280,6444.0,92970,6421.5,44000,6444.5,102290,6421.0,140000,6445.0,63700,6420.5,10390
13618,deribit,BTC-PERPETUAL,2020-04-01 00:03:41.165008,1585699421165008,6433.0,28980,6432.5,44920,6433.5,4560,6432.0,7430,6434.0,40,6431.5,4110,6434.5,3810,6431.0,14980,6435.0,14320,6430.5,18530,6435.5,29990,6430.0,20290,6436.0,30820,6429.5,2840,6436.5,53750,6429.0,217160,6437.0,8430,6428.5,49370,6437.5,88930,6428.0,47440,6438.0,1430,6427.5,103400,6438.5,13590,6427.0,32900,6439.0,39310,6426.5,17190,6439.5,68870,6426.0,27650,6440.0,41530,6425.5,2260,6440.5,63140,6425.0,26490,6441.0,60,6424.5,40430,6441.5,21000,6424.0,57550,6442.0,42430,6423.5,95020,6442.5,198160,6423.0,27000,6443.0,20,6422.5,390,6443.5,58540,6422.0,2280,6444.0,97480,6421.5,44000,6444.5,102290,6421.0,140000,6445.0,63700,6420.5,10390
